RespNum,sys_InternalRespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,quota,consent_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,comments,sys_RespStatus,sys_DispositionCode,sys_CBCVersion_CBC,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,SUVbuyer,shanghai,shenzhen,chengdu
599,854724,2012-8-10 06:17,2012-8-10 06:25,463,3,1,1,1,1,2,1,1,NA,2,1,1,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,2,2,3,2,1,2,1,3,3,3,3,3,1,4,4,3,3,3,4,4,4,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,1,1,3,19,1,5,1,2,44,610041,4,1,1,NA,5,NA,932,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
600,859947,2012-8-10 06:58,2012-8-10 07:06,509,4,1,1,1,1,2,3,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,3,1,3,3,1,2,3,2,1,3,3,5,4,4,4,4,4,3,3,3,3,1,0,0,0,0,1,2,3,4,0,0,0,0,0,5,2,19,NA,NA,5,19,1,3,44,610000,5,1,1,NA,5,NA,668,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
601,903920,2012-8-11 03:36,2012-8-11 03:43,377,6,1,1,1,1,3,3,1,NA,2,9,15,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,3,3,2,2,2,3,3,1,2,1,1,3,3,4,5,5,4,4,4,3,3,3,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,3,1,6,15,2,19,2,4,54,610500,5,1,1,无,5,NA,847,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
602,928431,2012-8-10 04:05,2012-8-10 04:12,421,3,1,1,1,1,2,1,1,NA,1,10,16,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,3,2,1,2,1,2,3,1,1,1,3,3,4,5,5,4,4,4,4,5,5,1,0,0,0,0,0,0,0,4,0,1,2,3,0,0,1,17,56,11,2,10,1,2,46,610000,4,1,1,无,5,NA,621,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
603,975409,2012-8-10 05:16,2012-8-10 05:28,702,1,1,1,1,2,1,1,17,三厢,2,6,9,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,2,2,1,2,2,3,2,2,3,3,2,2,5,5,5,4,4,4,4,4,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,16,19,1,19,1,5,45,618200,4,2,2,NA,5,NA,447,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
604,998688,2012-8-11 06:30,2012-8-11 06:40,627,1,1,1,1,2,3,1,19,天语,3,7,10,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,3,1,1,1,3,2,1,1,3,2,1,4,2,5,5,4,5,5,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,20,4,2,5,2,2,43,NA,5,1,2,无,5,NA,821,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
605,1006329,2012-8-10 08:50,2012-8-10 09:00,590,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,1,2,1,2,1,2,2,2,2,3,3,3,4,5,5,3,4,4,4,4,5,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,5,20,2,19,1,4,43,610041,2,2,2,NA,5,NA,786,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
606,1046368,2012-8-10 09:02,2012-8-10 09:12,600,3,1,1,1,3,2,1,3,NA,2,9,15,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,3,2,1,1,2,3,1,2,3,3,2,3,5,5,5,5,4,5,5,5,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1,22,1,19,1,5,NA,NA,8,7,6,NA,5,NA,899,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
607,1048047,2012-8-11 05:28,2012-8-11 05:37,560,5,1,1,1,3,3,1,19,NA,2,9,15,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,3,2,3,2,2,3,3,3,2,2,4,2,3,5,3,5,3,3,4,4,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,3,67,NA,NA,2,19,1,8,31,NA,NA,7,6,无,5,NA,849,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
608,1117109,2012-8-11 09:16,2012-8-11 09:28,753,2,1,1,1,2,1,3,21,plot,2,9,4,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,2,3,2,3,1,1,1,2,2,2,3,4,5,5,4,4,3,3,5,5,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,1,20,9,10,3,19,2,2,45,NA,5,1,2,NA,5,NA,221,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
609,1117857,2012-8-11 07:24,2012-8-11 07:36,743,3,1,1,1,1,2,1,4,骏威,2,6,14,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,1,3,1,2,2,3,2,2,2,3,1,3,3,2,4,5,3,5,3,2,3,4,1,0,0,0,0,0,2,3,0,0,0,0,0,4,0,3,3,4,13,2,17,1,3,49,610000,2,1,1,无,5,NA,499,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
610,1226514,2012-8-10 02:42,2012-8-10 02:49,431,1,1,1,1,2,3,1,8,NA,2,8,11,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,3,1,3,3,3,1,3,2,2,3,3,4,4,5,5,5,5,4,4,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,7,1,5,5,12,1,5,47,NA,4,7,1,NA,5,NA,892,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
611,1248996,2012-8-10 08:01,2012-8-10 08:11,597,5,1,1,1,1,3,1,1,NA,1,10,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,3,1,3,1,3,1,1,1,3,2,3,1,4,3,5,5,4,5,4,3,4,4,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,67,NA,NA,3,9,1,3,46,NA,5,1,1,NA,5,NA,716,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
612,1293145,2012-8-11 03:49,2012-8-11 03:57,502,6,1,1,1,1,3,3,1,NA,3,10,16,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,2,1,3,2,3,2,2,2,1,2,5,4,5,5,4,3,1,3,5,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,3,1,2,NA,2,5,2,4,47,NA,4,1,1,NA,5,NA,22,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
613,1321823,2012-8-10 03:48,2012-8-10 03:59,676,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,3,3,2,2,1,2,2,2,2,2,3,4,2,3,5,5,5,4,4,4,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,1,1,2,14,2,19,1,3,52,NA,1,1,1,NA,5,NA,258,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
614,1341787,2012-8-11 05:15,2012-8-11 05:25,596,6,1,1,1,3,3,3,13,NA,2,2,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,2,3,2,2,3,1,3,2,3,2,2,4,2,4,5,4,3,4,3,4,3,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,2,1,7,4,2,11,2,3,26,NA,8,2,2,无,5,NA,532,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
615,1348376,2012-8-10 09:18,2012-8-10 09:27,565,3,1,1,1,1,2,1,1,NA,3,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,3,1,3,2,1,2,3,2,1,3,1,2,3,4,5,3,3,3,3,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,11,1,19,1,3,NA,NA,2,7,6,NA,5,NA,994,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
616,1351182,2012-8-10 08:38,2012-8-10 08:48,595,2,1,1,1,2,1,3,32,NA,2,1,8,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,3,2,2,1,2,1,2,1,2,2,2,1,4,3,4,5,5,4,4,4,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,2,3,2,8,1,2,48,NA,2,1,1,NA,5,NA,502,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
617,1426298,2012-8-11 02:44,2012-8-11 02:56,768,4,1,1,1,1,2,3,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,1,3,1,2,2,2,2,1,2,2,3,4,5,5,2,5,5,5,5,5,1,0,3,0,0,1,0,0,0,0,0,0,3,0,0,2,1,9,19,2,15,1,3,38,NA,4,2,2,NA,5,NA,174,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
618,1480780,2012-8-11 06:04,2012-8-11 06:12,471,6,1,1,1,1,3,3,1,NA,1,10,16,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,1,2,2,3,2,3,3,3,1,1,2,4,5,5,5,4,4,4,4,3,4,0,0,0,0,5,1,2,0,0,0,1,2,0,0,0,3,20,11,NA,5,11,2,3,NA,NA,8,2,2,NA,5,NA,867,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
619,1481970,2012-8-10 05:51,2012-8-10 06:00,584,3,1,1,1,1,2,1,1,NA,2,10,16,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,2,2,1,1,2,2,1,1,1,3,1,3,4,4,5,5,5,4,4,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,3,1,1,7,1,5,45,614208,8,2,2,无,5,NA,468,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
620,1517288,2012-8-11 08:37,2012-8-11 08:51,818,6,1,1,1,1,3,3,1,NA,1,10,16,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,2,2,2,2,1,2,2,3,3,1,2,5,3,5,5,4,5,3,4,4,4,0,0,0,0,5,0,2,0,0,0,0,0,3,0,0,3,38,1,66,5,19,2,2,49,NA,2,1,1,NA,5,NA,208,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
621,1612184,2012-8-11 07:48,2012-8-11 07:56,462,3,1,1,1,1,2,1,2,NA,1,10,16,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,3,3,2,2,2,2,3,1,1,1,1,4,2,5,5,5,5,2,3,4,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,2,1,2,10,5,5,2,3,38,610041,2,1,6,NA,5,NA,280,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
622,1619559,2012-8-10 09:35,2012-8-10 09:46,660,3,1,1,1,1,2,1,10,NA,2,3,10,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,3,2,3,2,2,3,1,1,1,4,2,4,4,4,5,4,4,4,4,1,2,0,0,0,1,2,0,0,0,0,0,0,4,0,1,1,2,20,1,7,1,4,46,NA,3,1,1,NA,5,NA,49,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
623,1623053,2012-8-10 03:29,2012-8-10 03:40,686,4,1,1,1,1,2,3,1,NA,1,10,16,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,1,1,2,1,1,3,1,2,2,3,2,2,5,4,5,5,2,3,2,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,67,NA,NA,1,6,1,3,20,NA,2,2,2,无,5,NA,794,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.802.30 Safari/535.1 SE 2.X MetaSr 1.0",Chrome 14.0.802.30,"Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko",127.0.0.1,1,0,0,0,1
624,638449,2012-8-10 08:43,2012-8-10 08:52,596,5,1,1,1,1,3,1,67,NA,2,9,15,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,3,2,2,2,2,3,3,1,3,2,4,2,5,5,3,5,5,4,4,5,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,2,22,1,11,1,3,51,NA,1,7,1,没有,5,NA,878,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
625,716271,2012-8-11 05:34,2012-8-11 05:42,509,5,1,1,1,1,3,1,NA,NA,1,9,15,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,1,1,1,1,1,1,2,3,3,2,1,1,4,5,5,5,4,5,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,3,22,20,2,10,1,3,43,NA,2,2,2,没有,5,NA,987,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
626,737203,2012-8-9 09:01,2012-8-9 09:16,855,5,1,1,1,1,3,1,NA,NA,1,9,15,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,1,1,2,1,2,1,1,2,1,2,3,4,3,5,5,5,4,4,5,5,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,2,15,5,7,1,12,2,3,36,NA,5,2,2,无,5,NA,960,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
627,739468,2012-8-10 05:35,2012-8-10 05:41,372,5,1,1,1,1,3,1,NA,NA,1,9,15,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,1,2,2,3,1,2,1,2,2,1,1,3,4,5,5,5,5,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,NA,1,3,4,2,18,2,2,51,NA,2,7,1,很好 很好,5,NA,77,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
628,743678,2012-8-9 05:11,2012-8-9 05:28,1044,6,1,1,1,1,3,3,NA,NA,1,9,15,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,3,3,3,2,3,2,3,2,2,3,1,1,4,5,5,5,3,3,5,5,4,0,0,0,0,5,0,0,3,0,0,0,2,0,0,0,3,1,22,10,5,10,2,6,29,641400,1,3,2,无,5,NA,339,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
629,816139,2012-8-10 05:27,2012-8-10 05:35,485,5,1,1,1,1,3,1,NA,NA,1,9,15,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,3,2,1,2,3,1,2,3,3,2,2,1,5,5,5,5,3,4,4,4,4,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,2,9,20,10,5,5,1,3,45,NA,4,2,2,无,5,NA,614,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; SE 2.X MetaSr 1.0),MSIE 7.0,Windows NT 6.1,127.0.0.1,1,0,0,0,1
