RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,mtwid,consent1_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,sys_RespStatus,sys_DispositionCode,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,comments,enthusiast,SUVbuyer
99,2/17/13 19:30,2/17/13 19:37,422,637548,487,NA,1,1,1,2,1,3,2,9,Fursion,3,9,6,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,2,2,3,2,1,1,2,3,1,2,2,2,5,5,4,5,4,5,5,5,4,5,1,0,0,0,0,1,0,0,0,0,3,1,3,1,1,1,0,0,0,0,0,0,0,0,3,9,18,8,2,11,1,3,35,1560,NA,NA,NA,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,NA,0
100,2/17/13 19:04,2/17/13 19:17,769,953805,252,NA,1,1,1,2,3,1,1,16,S550,3,5,6,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,1,1,2,3,3,2,3,2,3,1,3,3,3,4,4,1,5,4,1,2,3,0,2,0,0,0,0,0,3,4,0,3,7,5,4,7,1,0,3,4,0,6,0,0,0,3,16,4,3,2,11,1,2,28,15044,7,1,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,Go electric!!!,1,0
101,2/17/13 19:54,2/17/13 20:08,842,1382628,218,NA,1,1,1,3,2,1,3,16,glk,4,6,8,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,3,3,3,2,2,1,2,1,1,1,1,2,1,1,5,5,5,5,3,3,2,2,1,0,0,0,0,1,0,0,0,0,4,7,5,3,3,1,0,0,0,0,0,0,0,0,3,2,16,24,5,11,2,4,30,15090,5,4,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,0
102,2013-2-15 23:14,2013-2-15 23:23,566,959450,30,NA,1,1,1,2,2,1,1,25,Jeep Grand Cherokee,4,2,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,1,3,2,3,1,1,2,2,3,2,4,4,5,5,2,4,4,3,2,1,1,2,0,0,0,1,2,3,4,0,3,7,3,1,1,1,0,0,0,0,0,0,0,0,3,5,25,10,2,10,2,2,15,15025,6,4,5,5,NA,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,NA,2,1
103,2013-2-16 19:08,2013-2-16 19:16,486,587038,887,NA,1,1,1,3,2,3,4,22,sienna xle,4,3,8,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,3,1,2,2,1,1,1,1,2,2,3,3,5,3,5,3,1,3,4,2,2,2,1,0,0,0,0,1,0,0,0,0,2,6,5,4,6,1,0,0,0,0,0,0,0,0,2,3,17,2,3,11,1,3,23,15068,4,4,2,5,NA,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
104,2013-2-16 17:24,2013-2-16 17:33,553,809313,984,NA,1,1,1,1,3,1,5,4,328i,2,4,6,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,1,3,3,1,2,3,3,2,3,2,1,1,5,4,4,5,2,4,4,4,5,5,1,2,0,0,0,1,2,0,0,0,1,1,3,6,6,1,0,0,0,0,0,0,0,0,3,25,4,18,4,2,2,1,43,15217,6,1,1,5,NA,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
105,2013-2-16 16:40,2013-2-16 16:52,704,970703,89,NA,1,1,1,3,3,1,5,25,Grand Am,3,6,4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,4,5,4,NA,3,4,3,3,3,3,1,2,0,0,0,1,2,0,0,0,1,1,5,1,1,0,0,0,0,0,0,0,0,0,3,13,15,12,5,2,2,2,22,15436,4,4,2,5,NA,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
106,2013-2-16 17:34,2013-2-16 17:43,543,1092920,419,NA,1,1,1,2,2,1,1,11,Pilot,3,4,6,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,2,1,1,3,3,1,1,1,1,1,4,5,5,5,4,4,3,3,4,4,1,0,0,0,0,0,2,0,0,0,3,1,3,1,1,1,0,3,0,0,0,7,0,0,3,11,2,22,4,11,2,4,29,15644,6,3,2,5,NA,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,NA,3,1
107,2013-2-16 18:37,2013-2-16 18:44,415,1291590,156,NA,1,1,1,2,3,3,2,7,Cavalier,3,6,8,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,1,3,1,3,2,2,1,2,3,2,2,4,4,5,5,4,4,2,3,4,4,1,0,0,0,0,1,2,3,4,0,2,1,4,4,1,1,0,3,4,0,0,0,0,0,1,7,22,10,4,5,2,3,37,15235,6,3,1,5,NA,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,NA,2,1
108,2013-2-15 23:52,2013-2-16 00:24,1936,595503,187,NA,1,1,1,2,2,1,1,23,jetta station tdi,4,4,9,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,1,2,1,2,2,1,2,1,1,2,3,1,5,5,4,4,3,4,3,5,5,5,1,2,0,0,0,0,2,3,4,0,3,2,6,3,1,1,0,0,0,0,0,0,0,0,1,23,16,7,5,8,1,1,NA,NA,NA,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0,Firefox 12.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
109,2013-2-15 23:27,2013-2-15 23:37,609,689385,784,NA,1,1,1,3,3,1,5,25,tc,2,9,6,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,3,2,2,1,1,3,3,2,3,1,5,5,5,5,3,5,3,1,1,2,1,0,0,0,0,1,2,3,0,0,2,1,2,6,6,1,0,3,0,0,0,0,0,0,1,22,2,4,3,6,2,1,43,16066,6,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0,Firefox 12.0,Windows NT 6.1,127.0.0.1,1,NA,3,1
110,2013-2-16 18:33,2013-2-16 18:45,699,599286,142,NA,1,1,1,3,3,3,6,7,Impala,4,7,9,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,2,3,2,1,3,2,1,3,1,3,4,5,4,5,4,3,3,2,1,1,1,2,0,4,0,0,0,0,0,0,1,1,3,1,3,0,0,3,0,0,0,0,0,0,2,7,9,5,2,10,1,3,31,21545,6,2,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0,Firefox 12.0,Windows NT 6.1,127.0.0.1,1,"Difficult decisions here....sometimes there was not a clearly great choice! I normally drive over 250 miles on weekends to see family, so a 75-mile range would not be a great choice for me.",1,1
111,2013-2-16 18:52,2013-2-16 19:04,729,634590,867,NA,1,1,1,3,2,3,4,5,Park Avenue,3,9,9,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,3,3,1,1,3,1,2,3,1,1,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,1,2,0,0,0,3,7,4,6,7,1,0,0,0,0,0,0,0,0,3,3,7,4,5,7,1,2,7,15122,3,1,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0,Firefox 12.0,Windows NT 6.1,127.0.0.1,1,NA,2,1
112,2013-2-16 18:03,2013-2-16 18:11,522,818945,122,NA,1,1,1,3,3,3,6,8,Town & Country,3,2,4,1,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,3,1,1,2,1,3,3,1,1,1,3,3,4,4,5,5,4,1,3,3,4,1,0,0,0,0,1,2,0,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,2,7,8,10,5,12,2,4,31,15,NA,NA,NA,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0,Firefox 12.0,Windows NT 6.1,127.0.0.1,1,NA,NA,1
113,2013-2-17 19:47,2013-2-17 19:57,601,677170,293,NA,1,1,1,3,2,1,3,8,Durango,3,3,2,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,2,2,2,3,3,3,3,2,1,2,2,5,4,5,5,2,3,3,3,4,4,1,2,0,0,0,1,2,3,0,0,3,1,3,1,6,1,0,0,0,0,0,0,0,0,3,16,4,2,2,12,1,3,29,15206,5,2,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0,Firefox 12.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
114,2013-2-17 19:12,2013-2-17 19:24,724,1242194,101,NA,1,1,1,3,3,1,5,7,trailblazer,3,9,9,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,2,2,1,3,3,1,2,3,2,4,5,4,4,2,4,4,NA,1,NA,1,2,0,0,0,1,2,0,0,0,3,1,3,3,1,1,0,3,0,0,0,0,0,0,2,10,9,8,3,11,1,1,21,15238,6,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0,Firefox 12.0,Windows NT 6.1,127.0.0.1,1,I'll WALK before I ever buy a Chinese car.,1,1
115,2013-2-17 20:00,2013-2-17 20:10,611,1254959,732,NA,1,1,1,2,2,3,2,16,ml350,4,9,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,2,2,1,3,1,3,1,2,2,3,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,3,3,3,3,3,1,0,0,0,0,0,0,0,0,1,6,16,5,1,12,2,8,14,15237,5,6,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0,Firefox 12.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
116,2013-2-16 00:18,2013-2-16 00:32,833,593276,99,NA,1,1,1,2,2,1,1,20,Forester,4,8,4,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,2,3,3,2,3,2,2,2,1,2,2,3,5,3,4,5,4,5,4,3,3,3,1,0,0,0,0,1,0,0,0,0,3,2,3,3,3,1,0,3,0,0,0,0,0,0,3,18,20,23,5,11,1,3,15,15642,6,3,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,good survey,1,1
117,2013-2-15 22:40,2013-2-15 22:52,728,1210047,134,NA,1,1,1,2,2,1,1,8,Jeep Grand Cherokee,4,6,7,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,1,2,2,1,1,3,1,2,3,3,2,2,4,4,5,4,5,4,3,2,2,5,1,2,0,4,0,1,2,0,0,0,5,1,6,1,6,1,0,3,0,5,0,0,0,0,2,2,22,16,5,11,1,4,19,15317,5,3,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
118,2013-2-15 22:57,2013-2-15 23:05,448,1299468,288,NA,1,1,1,2,4,3,2,11,oddysey,4,3,9,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,2,3,3,2,1,2,2,2,3,1,2,5,5,5,5,3,3,1,3,4,4,1,0,0,0,0,0,2,3,0,0,3,7,6,1,7,1,0,0,0,0,0,0,0,0,2,11,20,22,3,11,2,4,24,15626,6,3,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,3,1
119,2013-2-16 20:40,2013-2-16 20:54,831,537604,804,NA,1,1,1,1,2,1,3,9,Taurus,2,3,4,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,3,1,2,1,2,1,1,1,2,2,3,5,5,5,5,1,5,4,1,4,4,1,0,0,0,0,1,0,3,0,0,2,1,3,2,1,1,0,3,4,0,0,0,0,0,3,7,22,10,4,6,2,3,32,15137,6,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,1
120,2013-2-16 16:58,2013-2-16 17:04,368,555289,948,NA,1,1,1,3,2,3,4,13,Sorento,4,9,9,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,3,3,1,1,2,3,2,3,1,3,3,4,5,5,5,3,5,4,1,1,1,1,0,0,0,0,1,0,0,0,0,3,5,5,4,3,1,0,0,0,0,0,0,0,0,2,10,8,13,1,11,1,4,20,15473,5,3,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
121,2013-2-16 15:51,2013-2-16 15:59,428,604960,199,NA,1,1,1,3,2,1,3,7,Trailblazer,3,8,9,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,3,3,2,2,2,3,1,3,2,1,4,3,5,4,1,3,2,3,3,2,1,2,0,0,0,1,2,0,0,0,2,1,3,1,1,1,0,0,0,0,0,0,0,0,3,6,10,7,4,11,1,2,39,150,NA,NA,NA,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,NA,1
122,2013-2-16 18:37,2013-2-16 18:43,404,745119,121,NA,1,1,1,2,4,3,2,22,4Runner,4,5,4,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,3,3,1,1,2,3,1,3,1,3,5,4,5,5,3,5,5,3,3,4,1,0,0,0,0,1,2,0,0,0,3,7,6,6,6,0,0,0,0,0,0,0,0,0,2,22,18,1,5,11,1,4,50,26301,5,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
123,2013-2-16 18:19,2013-2-16 18:31,739,813523,247,NA,1,1,1,3,3,3,6,9,Flex,4,7,6,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,1,3,1,3,3,2,1,1,1,1,2,1,4,3,4,4,1,4,2,4,4,4,1,2,3,0,0,1,2,3,0,0,3,1,2,2,1,1,0,3,4,0,0,0,0,0,3,9,11,22,3,11,1,4,21,43964,4,3,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,Like to go to a hybrid but the price has always been too high,1,1
124,2013-2-16 20:12,2013-2-16 20:23,713,831217,390,NA,1,1,1,3,3,3,6,9,Escape,3,5,9,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,1,2,3,3,2,3,2,3,2,3,2,5,5,4,5,1,5,4,3,5,5,1,0,0,0,0,1,2,0,0,0,3,1,6,3,1,1,0,0,0,0,0,0,0,0,3,9,12,15,4,5,2,2,48,15106,5,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,1
125,2013-2-16 16:42,2013-2-16 16:51,501,1146260,540,NA,1,1,1,3,2,1,3,1,NA,1,9,7,3,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,1,2,2,2,2,3,2,1,3,2,3,5,5,5,5,2,3,3,3,4,4,1,0,0,0,0,1,2,0,4,0,1,1,1,1,6,0,0,0,0,0,0,0,0,0,3,11,22,18,2,5,2,5,41,26574,5,5,3,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,1
126,2013-2-16 15:39,2013-2-16 15:48,535,1423995,30,NA,1,1,1,3,2,3,4,11,odyssey,4,5,7,1,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,3,3,3,3,3,1,2,2,3,1,4,4,5,4,4,5,3,4,5,5,1,0,0,0,0,1,2,0,0,0,1,1,5,1,1,0,0,3,0,0,0,7,0,0,2,7,11,8,4,12,1,5,27,15009,4,4,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
127,2013-2-17 19:02,2013-2-17 19:15,787,1291477,73,NA,1,1,1,3,2,3,4,25,NA,3,9,8,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,2,1,2,2,1,3,3,2,1,3,1,5,5,5,4,1,5,5,5,4,4,1,0,0,0,0,0,2,3,4,0,3,7,5,7,7,1,0,0,0,0,0,0,0,0,2,22,10,8,3,11,2,2,32,15044,7,1,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,"I am interested in the hybrid and electric technology but require more distance between plug ins.  Also, cargo capacity and style are very important to me.  I am interested in a vehicle with 40 mpg and large fuel capacity.  Prefer american.  Would sacrafice acceleration speed.",1,1
128,2013-2-16 20:08,2013-2-16 20:15,396,735321,857,NA,1,1,1,3,2,3,4,9,ranger,3,3,4,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,2,2,3,2,2,1,2,1,2,2,1,5,5,3,5,1,4,4,3,4,3,1,2,0,0,0,1,2,3,0,0,2,1,3,6,1,1,0,0,0,0,0,0,0,0,3,10,9,18,3,7,1,3,41,15234,5,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,2,1
129,2013-2-15 22:10,2013-2-15 22:22,676,953440,986,NA,1,1,1,3,3,1,5,7,equinox,3,9,9,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,1,3,1,2,2,2,2,1,3,3,2,4,2,4,4,2,4,4,2,3,3,1,0,0,0,0,1,2,3,4,0,3,7,5,5,7,0,0,0,0,0,0,0,0,0,2,7,10,9,5,10,2,3,36,48734,5,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,1
130,2013-2-15 22:42,2013-2-15 22:58,981,1097343,834,NA,1,1,1,2,4,1,1,11,crv,4,9,7,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,1,1,2,2,1,2,3,2,3,2,3,5,3,4,4,2,4,2,2,3,4,0,2,0,0,0,1,2,0,0,0,3,7,5,5,7,1,0,3,4,0,0,0,0,9,2,11,20,9,4,9,1,4,22,15239,2,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,1
131,2013-2-16 19:40,2013-2-16 19:47,407,1185437,291,NA,1,1,1,3,2,3,4,9,f150,4,7,7,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,3,1,1,3,1,1,1,1,1,3,3,5,2,NA,5,1,5,1,5,3,3,0,2,0,0,0,0,2,0,0,0,5,4,5,1,2,1,0,3,0,0,0,0,0,0,3,9,4,10,4,11,2,4,26,15438,4,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,1
132,2013-2-16 19:12,2013-2-16 19:26,840,1243522,799,NA,1,1,1,3,2,3,4,10,G6,3,8,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,1,1,2,1,3,3,1,2,2,2,1,4,5,5,5,5,4,3,3,3,3,1,0,0,0,0,1,2,3,0,0,2,1,6,7,6,1,0,3,0,5,0,7,0,0,3,7,10,8,3,8,2,2,43,43945,3,1,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,1
