RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,CBCFIX1,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,enthusiast,SUVbuyer,shanghai,shenzhen,chengdu,usa,mturk
920,9/18/12 4:26,9/18/12 4:35,548,636,223,3,3,1,5,21,Corolla CE,3,4,5,1,6,NA,NA,2,4,3,4,4,1,4,3,3,3,3,1,0,0,0,0,1,2,3,0,0,1,1,3,1,3,0,0,3,0,0,0,0,0,0,2,21,8,11,2,10,1,1,39,24502,6,1,1,0,0,0,0,0,1,1
921,9/18/12 14:49,9/18/12 14:58,513,679,256,3,2,1,3,22,Jetta,2,4,9,1,1,NA,NA,2,5,2,5,5,1,5,3,2,5,5,1,0,0,0,0,1,2,3,0,0,2,7,3,6,7,1,0,0,0,0,0,7,0,0,2,14,22,19,4,12,1,3,47,56301,4,1,3,0,0,0,0,0,1,1
922,9/18/12 7:33,9/18/12 7:58,1495,662,239,3,3,3,6,3,316,2,4,5,2,NA,4,NA,2,4,4,4,5,5,5,5,4,5,5,1,0,0,0,0,1,0,0,0,0,3,3,3,3,3,1,0,0,0,0,0,0,0,0,3,3,2,15,5,5,2,2,17,60067,3,5,2,0,0,0,0,0,1,1
923,9/18/12 12:38,9/18/12 12:53,897,672,249,3,3,1,5,24,Montego,2,9,9,1,2,NA,NA,2,4,1,5,5,1,4,4,3,4,4,0,0,0,0,5,1,2,3,4,0,1,6,6,1,6,0,0,3,0,0,0,0,0,0,3,19,17,6,4,4,1,1,41,1254,1,1,1,0,0,0,0,0,1,1
924,9/18/12 14:18,9/18/12 14:33,876,678,255,3,3,1,5,4,Century Custom,2,3,5,2,NA,8,NA,2,5,5,5,5,4,3,1,1,5,5,1,2,0,0,0,1,2,3,4,0,1,1,1,6,1,0,0,0,4,0,0,7,0,0,2,21,10,15,2,6,1,3,35,53212,5,2,2,0,0,0,0,0,1,1
925,9/18/12 12:57,9/18/12 13:06,520,673,250,2,4,1,1,8,Fiesta,2,5,5,2,NA,4,NA,2,5,4,4,5,1,4,2,2,5,NA,1,2,0,0,0,1,2,3,4,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,3,24,19,8,4,5,1,3,42,28804,3,2,2,0,0,0,0,0,1,1
926,9/18/12 13:50,9/18/12 14:01,657,675,252,1,3,1,5,NA,NA,1,2,10,2,NA,5,NA,2,5,3,4,3,1,3,4,3,4,4,1,0,0,0,0,0,2,3,4,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,3,2,23,22,1,1,1,1,49,6269,3,1,1,0,0,0,0,0,1,1
927,9/18/12 6:47,9/18/12 6:56,522,645,232,1,2,1,3,6,Tracker,2,3,2,2,NA,5,NA,2,5,4,5,3,3,4,4,3,3,5,1,0,0,0,0,1,2,3,4,0,1,6,1,1,1,0,0,0,0,0,0,0,0,0,3,22,8,24,5,2,2,4,51,49508,3,1,1,0,0,0,0,0,1,1
928,9/18/12 4:37,9/18/12 4:59,1302,638,225,2,3,1,1,8,Crown Victoria,3,2,1,3,NA,NA,5,2,5,2,5,5,1,5,5,3,4,4,1,0,0,0,0,1,2,3,0,0,3,1,2,6,2,1,0,0,0,0,0,0,0,0,2,5,7,8,3,7,1,2,45,77550,3,1,1,0,0,0,0,0,1,1
929,9/18/12 5:21,9/18/12 5:30,535,642,229,3,3,1,5,10,civic,4,5,2,1,4,NA,NA,2,5,1,5,5,2,4,4,4,4,5,1,2,0,0,0,1,2,3,4,0,4,1,2,2,1,1,0,3,4,0,0,0,0,0,3,10,12,17,5,2,2,4,46,92301,4,1,1,0,0,0,0,0,1,1
930,9/18/12 5:40,9/18/12 5:56,982,643,230,3,2,1,3,NA,NA,1,11,11,3,NA,NA,4,2,5,4,4,5,3,4,4,2,3,3,0,2,3,0,0,0,2,3,4,0,3,2,3,3,2,0,0,0,0,0,6,0,0,0,3,17,2,15,4,5,1,1,47,97128,4,1,1,0,0,0,0,0,1,1
931,9/18/12 11:47,9/18/12 12:09,1320,667,244,2,2,1,1,10,civic,3,9,9,2,NA,4,NA,2,5,1,4,4,1,5,5,4,4,4,1,2,0,0,0,1,0,3,0,0,3,7,4,1,7,1,0,3,0,0,0,0,0,0,2,10,21,8,3,7,1,2,6,34429,5,5,2,0,0,0,0,0,1,1
932,9/18/12 12:11,9/18/12 12:22,613,670,247,2,2,3,2,10,Civic,3,3,2,3,NA,NA,2,2,5,4,5,5,1,3,2,3,4,4,1,2,0,0,0,1,2,3,4,0,2,1,4,5,5,1,0,3,0,0,0,0,0,0,3,6,9,10,3,1,2,5,42,17036,4,3,3,0,0,0,0,0,1,1
933,9/18/12 11:30,9/18/12 11:45,939,666,243,3,2,1,3,10,crv,2,2,1,1,4,NA,NA,2,5,3,5,5,4,2,1,3,5,4,1,2,0,0,0,1,2,3,4,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,3,10,21,22,3,5,1,2,38,15212,5,1,1,0,0,0,0,0,1,1
934,9/18/12 12:22,9/18/12 12:32,568,671,248,2,3,1,1,8,Fusion,2,2,4,1,8,NA,NA,2,2,1,4,4,1,5,2,2,4,4,1,2,0,0,0,1,2,3,4,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,16,17,8,1,6,2,2,49,88101,3,1,1,0,0,0,0,0,1,1
935,9/18/12 11:59,9/18/12 12:14,849,669,246,1,2,3,4,8,Escort,3,1,2,1,3,NA,NA,2,5,4,5,3,1,2,2,4,4,5,1,0,0,0,0,1,2,0,0,0,1,1,2,2,6,0,0,0,0,0,0,0,0,0,3,8,6,12,1,5,1,3,41,18032,5,1,3,0,0,0,0,0,1,1
936,9/18/12 13:39,9/18/12 13:50,686,674,251,2,3,1,1,8,F150,3,3,4,1,6,NA,NA,2,5,3,4,4,2,4,2,2,5,5,1,2,0,0,0,1,2,3,4,0,1,1,2,2,1,0,0,0,0,0,6,7,0,0,1,21,10,22,4,5,1,2,40,33603,3,1,1,0,0,0,0,0,1,1
937,9/18/12 10:53,9/18/12 11:04,713,665,242,3,2,1,3,7,300c,3,3,10,3,NA,NA,4,2,5,4,5,5,1,5,5,3,4,3,1,2,0,0,0,1,2,3,0,0,3,1,3,3,1,1,0,0,0,0,0,0,0,0,3,15,7,8,3,7,1,2,43,48198,5,1,3,0,0,0,0,0,1,1
938,9/18/12 6:02,9/18/12 6:30,1716,644,231,2,3,1,1,10,Accord,3,6,5,2,NA,4,NA,2,4,3,5,5,1,5,4,3,5,5,1,2,0,4,0,1,2,3,0,0,3,6,3,6,6,0,0,0,0,5,0,7,8,9,1,3,15,19,4,11,1,4,48,97080,5,1,1,0,0,0,0,0,1,1
939,9/18/12 6:47,9/18/12 6:56,537,646,233,3,3,1,5,11,Tiburon,4,9,5,1,8,NA,NA,2,4,3,4,4,1,5,4,3,5,5,1,0,0,0,0,1,2,3,4,0,3,1,5,5,1,1,0,3,0,0,0,0,0,0,3,16,11,6,1,11,1,3,50,1876,2,1,1,0,0,0,0,0,1,1
940,9/18/12 14:05,9/18/12 14:26,1228,677,254,3,3,1,5,21,Avalon,3,6,6,3,NA,NA,3,2,5,4,5,4,1,NA,3,3,4,4,1,2,0,0,0,1,2,3,0,0,3,3,2,3,2,1,0,3,0,0,0,0,0,0,2,2,17,24,2,11,1,4,19,94401,5,3,2,0,0,0,0,0,1,1
941,9/18/12 11:57,9/18/12 12:08,711,668,245,3,3,3,6,3,M3,3,4,4,2,NA,3,NA,2,5,2,5,5,1,5,4,3,2,1,1,2,0,0,0,1,2,3,4,0,3,1,5,1,1,1,0,0,0,0,0,0,0,0,NA,3,19,21,2,9,1,2,43,30096,5,1,2,0,0,0,0,0,1,1
942,9/18/12 8:28,9/18/12 8:40,712,664,241,3,3,1,5,10,Legend,3,3,8,3,NA,NA,4,2,5,4,5,4,2,3,3,2,4,4,1,2,0,0,0,1,2,3,0,0,3,1,3,2,1,1,0,0,0,0,0,0,0,0,2,10,24,21,4,5,1,2,49,79907,3,1,6,0,0,0,0,0,1,1
943,9/18/12 21:54,9/18/12 22:02,517,710,277,3,3,3,6,6,Impala,3,7,9,2,NA,4,NA,2,5,3,4,5,1,1,1,3,5,3,1,0,0,0,0,1,2,3,4,0,2,1,3,6,1,0,0,0,0,0,0,0,0,9,1,1,1,1,5,8,1,3,41,37921,5,2,2,0,0,0,0,0,1,1
944,9/18/12 20:56,9/18/12 21:07,633,706,273,3,3,3,6,1,NA,1,11,11,2,NA,1,NA,2,5,5,5,5,3,4,3,3,4,4,1,0,0,0,0,1,2,3,4,0,1,7,2,4,1,0,0,0,0,0,0,0,0,0,2,17,6,8,3,1,2,2,43,47807,5,1,3,0,0,0,0,0,1,1
945,9/18/12 17:30,9/18/12 17:39,535,696,263,2,4,1,1,8,Focus,2,2,5,1,8,NA,NA,2,2,1,4,4,3,3,2,3,4,4,1,2,0,0,0,1,2,3,4,0,3,2,3,7,7,1,0,0,0,0,0,0,0,0,2,17,8,19,1,5,1,2,43,80401,5,1,1,0,0,0,0,0,1,1
946,9/18/12 21:32,9/18/12 21:42,599,709,276,2,4,3,2,22,Golf,3,4,8,1,5,NA,NA,2,5,4,5,4,1,5,2,2,5,4,1,0,0,0,0,1,2,3,4,0,2,1,3,2,1,1,0,0,0,0,0,0,0,0,2,22,3,23,2,4,1,4,42,83404,3,3,2,0,0,0,0,0,1,1
947,9/18/12 17:04,9/18/12 17:12,470,694,261,3,2,1,3,17,Altima,2,5,9,2,NA,2,NA,2,5,3,5,3,1,4,3,3,5,5,1,0,0,0,0,0,2,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,3,10,17,16,4,3,2,2,41,22033,2,1,2,0,0,0,0,0,1,1
948,9/18/12 18:03,9/18/12 18:13,634,698,265,3,2,1,3,24,Sunfire,4,1,3,1,8,NA,NA,2,5,1,4,3,1,2,2,1,2,4,1,0,0,0,0,1,2,0,0,0,1,1,6,5,6,0,0,0,0,0,0,0,0,9,3,2,3,15,5,3,1,5,49,49423,5,1,1,0,0,0,0,0,1,1
949,9/18/12 17:14,9/18/12 17:23,512,695,262,1,3,3,6,24,ES 300,4,3,3,1,8,NA,NA,2,4,3,5,5,2,5,4,3,4,5,1,2,0,0,0,1,2,3,4,0,3,7,6,6,3,1,2,3,0,0,0,0,0,0,2,3,13,15,4,11,2,3,52,68154,3,1,1,0,0,0,0,0,1,1
950,9/18/12 22:11,9/18/12 22:21,565,711,278,1,2,1,3,7,LHS,3,3,1,3,NA,NA,3,2,5,3,4,4,1,3,3,2,5,5,1,2,0,0,0,1,2,3,4,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,3,7,17,22,5,6,1,2,41,94519,4,1,1,0,0,0,0,0,1,1
951,9/18/12 21:10,9/18/12 21:18,500,707,274,3,3,1,5,21,Matrix,2,6,7,1,3,NA,NA,2,5,4,5,4,4,4,4,3,3,3,1,2,0,0,0,1,2,3,0,0,2,1,1,6,7,0,0,0,0,0,0,0,0,9,3,17,10,3,4,11,2,2,43,90027,5,1,1,0,0,0,0,0,1,1
952,9/18/12 18:57,9/18/12 19:15,1082,700,267,2,4,1,1,10,civic,2,5,4,1,3,NA,NA,2,5,3,4,4,2,2,2,2,2,1,1,2,3,4,0,1,2,3,4,0,2,2,2,6,6,1,0,0,0,0,0,0,0,0,2,10,22,21,2,6,1,2,46,NA,3,1,2,0,0,0,0,0,1,1
953,9/18/12 18:04,9/18/12 18:19,916,699,266,3,2,1,3,5,deville,2,3,10,3,NA,NA,2,2,5,4,4,4,3,3,3,4,5,5,1,0,0,0,0,1,2,3,4,0,3,1,5,1,6,1,0,3,0,5,0,0,0,0,2,5,8,9,4,4,2,4,37,92284,3,3,1,0,0,0,0,0,1,1
954,9/18/12 20:06,9/18/12 20:31,1480,702,269,3,2,1,3,10,Civic,3,3,2,2,NA,2,NA,2,5,4,5,5,3,5,4,3,4,4,1,2,0,0,0,1,2,3,0,0,1,1,1,6,6,0,0,0,0,0,0,0,0,0,2,3,10,17,4,6,2,2,46,7304,5,1,1,0,0,0,0,0,1,1
955,9/18/12 22:39,9/18/12 22:51,709,712,279,1,3,1,5,24,Lexus 1997 ES300,4,5,3,2,NA,4,NA,2,4,4,5,5,1,5,5,1,2,2,1,2,0,0,0,1,2,3,4,0,3,1,6,4,2,1,0,0,0,0,0,0,0,0,3,3,8,21,5,11,1,4,49,6611,5,1,NA,0,0,0,0,0,1,1
956,9/18/12 17:58,9/18/12 18:25,1646,697,264,2,2,1,1,17,Sentra,4,9,6,1,8,NA,NA,2,5,4,4,1,2,3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,4,1,3,4,2,1,0,0,0,0,0,0,0,0,3,17,9,16,4,4,1,6,46,98682,3,6,4,0,0,0,0,0,1,1
957,9/18/12 20:39,9/18/12 20:55,954,704,271,3,3,1,5,6,Cobalt,2,3,3,1,2,NA,NA,2,5,2,4,2,1,4,4,2,2,2,1,2,0,0,0,1,2,3,4,0,3,1,4,1,1,1,0,3,0,0,0,7,0,0,2,6,9,5,3,5,1,1,41,60051,2,1,1,0,0,0,0,0,1,1
958,9/18/12 22:40,9/18/12 22:48,495,713,280,3,2,1,3,17,Maxima,3,2,1,2,NA,2,NA,2,5,3,5,5,2,4,4,3,3,4,1,0,0,0,0,1,2,3,4,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,17,21,1,4,1,NA,5,50,6405,3,1,1,0,0,0,0,0,1,1
959,9/18/12 21:14,9/18/12 21:30,953,708,275,3,3,1,5,11,Santa Fe,4,4,9,1,4,NA,NA,2,5,4,5,5,1,4,3,2,4,4,1,2,0,4,0,1,2,0,4,0,1,1,4,1,1,0,0,3,0,0,0,0,0,0,3,11,22,21,4,8,2,2,36,92029,3,1,2,0,0,0,0,0,1,1
960,9/18/12 20:49,9/18/12 20:56,384,705,272,3,3,1,5,14,Miata,4,2,2,1,6,NA,NA,2,5,1,4,3,1,4,1,1,3,3,1,0,0,0,0,1,0,0,4,0,3,1,5,1,1,1,0,0,0,0,0,0,0,0,3,14,10,2,1,10,1,4,45,72364,3,1,1,0,0,0,0,0,1,1
961,9/19/12 3:19,9/19/12 3:31,737,718,285,3,3,3,6,4,Lesabre,4,5,10,2,NA,2,NA,2,5,4,4,5,2,3,2,3,4,4,1,0,0,0,0,1,2,0,0,0,3,1,3,4,1,1,0,3,0,0,0,0,0,0,3,4,3,22,4,12,2,4,51,8003,3,1,1,0,0,0,0,0,1,1
962,9/19/12 2:02,9/19/12 2:15,782,716,283,2,3,1,1,17,Altima,2,7,5,2,NA,5,NA,2,5,4,5,5,1,4,4,3,4,4,1,0,0,0,0,1,2,3,4,0,1,1,1,1,3,0,0,0,0,5,0,0,0,0,3,3,15,17,5,8,2,1,39,8857,6,1,1,0,0,0,0,0,1,1
963,9/19/12 2:48,9/19/12 3:01,789,717,284,3,3,3,6,17,Sentra,3,4,7,1,4,NA,NA,2,4,2,4,2,1,3,2,3,5,5,1,2,0,4,0,1,0,3,4,0,2,6,2,2,6,1,0,0,0,0,6,7,0,0,1,17,10,24,2,5,1,2,46,85225,5,1,2,0,0,0,0,0,1,1
964,9/19/12 12:08,9/19/12 12:15,417,730,287,3,2,1,3,21,Camry,3,9,9,2,NA,8,NA,2,5,4,4,3,2,1,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,0,0,0,0,0,0,0,0,0,2,3,22,21,4,10,1,2,42,19054,5,1,2,0,0,0,0,0,1,1
965,9/19/12 16:06,9/19/12 16:17,672,736,293,1,3,1,5,NA,NA,1,11,11,1,2,NA,NA,2,5,4,5,3,1,4,4,4,4,4,1,0,0,0,0,1,2,3,0,0,1,1,2,1,1,0,0,3,0,0,0,0,0,0,3,10,21,6,5,2,1,1,37,44281,8,1,1,0,0,0,0,0,1,1
966,9/19/12 18:48,9/19/12 18:59,701,740,297,3,2,1,3,8,focus,2,1,1,1,8,NA,NA,2,5,4,5,5,1,1,1,1,3,1,1,2,0,0,0,1,2,0,0,0,2,1,1,6,1,0,0,0,0,0,0,0,0,0,3,2,17,21,2,6,1,2,46,90266,2,NA,2,0,0,0,0,0,1,1
967,9/19/12 15:44,9/19/12 15:53,525,733,290,2,4,1,1,11,Sonata,3,9,8,3,NA,NA,6,2,5,4,5,NA,1,2,2,2,3,3,1,0,0,0,0,1,2,3,4,0,1,1,3,3,1,0,0,0,0,0,0,0,8,0,3,21,10,11,2,3,2,3,39,64024,4,NA,3,0,0,0,0,0,1,1
968,9/19/12 13:07,9/19/12 13:13,363,731,288,2,4,1,1,14,Protege,2,4,2,1,8,NA,NA,2,5,2,5,5,1,4,2,3,4,4,1,0,0,0,0,1,2,0,0,0,2,6,3,6,7,0,0,3,4,0,6,7,8,0,2,14,17,21,1,7,2,4,49,3824,5,1,1,0,0,0,0,0,1,1
969,9/19/12 15:28,9/19/12 15:37,539,732,289,1,2,1,3,8,Mustang,3,2,2,2,NA,2,NA,2,4,2,4,4,1,4,2,3,4,4,1,0,0,0,0,0,2,3,0,0,3,7,3,3,7,0,0,0,0,0,0,0,0,0,2,22,21,11,3,5,1,2,50,32303,3,1,6,0,0,0,0,0,1,1
970,9/19/12 18:14,9/19/12 18:30,912,738,295,3,3,1,5,24,Dodge Stratus,2,2,3,1,8,NA,NA,2,5,3,4,4,1,5,4,3,4,4,1,2,0,0,0,1,2,0,0,0,1,1,3,3,1,0,0,0,0,0,0,0,0,0,2,9,7,19,5,3,1,1,47,61028,3,1,1,0,0,0,0,0,1,1
971,9/19/12 16:01,9/19/12 16:17,965,735,292,3,3,3,6,24,Transport,2,1,1,2,NA,8,NA,2,5,5,5,3,1,1,1,3,4,4,1,0,0,0,0,1,2,0,0,0,1,1,3,3,6,0,0,3,0,0,0,0,0,0,2,7,24,9,3,2,1,2,27,83204,3,1,3,0,0,0,0,0,1,1
972,9/19/12 18:51,9/19/12 19:00,533,741,298,3,3,1,5,14,Tribute,3,9,6,2,NA,8,NA,2,5,4,4,3,1,2,1,1,3,3,1,2,0,0,0,1,2,3,4,0,3,1,3,4,1,1,0,0,0,0,0,0,0,0,1,21,14,10,4,7,1,2,45,37932,5,NA,2,0,0,0,0,0,1,1
973,9/19/12 18:45,9/19/12 18:54,574,739,296,3,3,1,5,21,Camry,4,7,6,1,6,NA,NA,2,5,2,5,4,1,NA,2,2,5,4,1,2,3,0,0,1,2,3,4,0,3,1,1,6,1,0,2,0,0,0,0,0,0,0,2,10,3,16,4,6,1,3,48,91203,5,1,1,0,0,0,0,0,1,1
974,9/19/12 15:53,9/19/12 16:03,579,734,291,3,3,3,6,19,Outback,3,4,4,1,6,NA,NA,2,5,4,4,4,2,4,4,4,4,4,1,2,0,0,0,1,2,3,4,0,1,1,3,6,1,0,0,3,0,0,0,0,0,0,3,2,3,22,5,7,1,2,41,97214,5,1,2,0,0,0,0,0,1,1
975,9/20/12 1:15,9/20/12 1:28,740,748,305,3,3,3,6,8,Ranger,4,6,4,1,4,NA,NA,2,4,3,4,3,3,5,4,3,3,3,1,0,0,0,0,1,2,3,4,0,3,1,6,3,6,1,0,0,0,0,0,7,0,0,3,11,21,8,1,6,1,3,51,28105,3,1,1,0,0,0,0,0,1,1
976,9/19/12 23:15,9/19/12 23:27,696,747,304,2,3,3,2,24,NA,2,3,1,1,3,NA,NA,2,5,4,5,5,3,3,3,3,4,4,0,0,0,0,5,1,2,3,4,0,3,5,3,3,7,1,0,3,0,0,0,0,0,0,3,23,20,21,5,2,2,2,46,81520,3,1,1,0,0,0,0,0,1,1
977,9/19/12 20:27,9/19/12 20:34,420,744,301,2,3,3,2,8,F150,2,6,6,2,NA,7,NA,2,5,4,5,NA,3,3,3,3,3,3,1,2,0,0,0,1,2,3,0,0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,2,8,10,4,5,7,2,4,24,73533,3,3,2,0,0,0,0,0,1,1
978,9/20/12 13:57,9/20/12 14:40,2573,753,310,3,3,1,5,24,Vibe,3,7,5,2,NA,7,NA,2,4,3,5,5,1,1,1,1,5,5,1,2,0,0,0,0,2,3,4,0,2,1,3,3,1,1,0,3,0,0,0,0,0,0,3,23,7,22,4,5,1,3,47,72076,4,1,1,0,0,0,0,0,1,1
979,9/19/12 18:04,9/19/12 20:04,7192,737,294,2,2,1,1,8,Focus,4,5,7,1,2,NA,NA,2,5,2,5,5,4,5,4,3,3,3,1,0,0,0,0,0,2,0,0,0,4,1,6,2,1,1,0,3,4,0,0,0,0,0,3,17,11,8,3,11,2,4,26,55014,5,3,2,0,0,0,0,0,1,1
980,9/20/12 6:30,9/20/12 6:39,528,751,308,3,3,1,5,NA,NA,1,11,1,2,NA,5,NA,2,5,2,5,5,1,4,3,3,5,5,1,0,0,0,0,1,2,3,4,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,3,10,8,22,1,7,1,1,27,22303,3,1,1,0,0,0,0,0,1,1
981,9/20/12 4:11,9/20/12 4:21,583,749,306,2,3,1,1,21,Corolla,2,3,2,1,4,NA,NA,2,5,1,4,5,1,3,3,3,5,5,1,0,0,0,0,1,2,3,4,0,1,6,1,1,1,0,0,0,0,0,0,0,0,9,3,21,4,11,3,1,2,1,49,32826,3,1,1,0,0,0,0,0,1,1
982,9/19/12 22:07,9/19/12 22:22,891,745,302,3,3,1,5,15,c class,4,6,3,2,NA,3,NA,2,4,3,5,4,1,4,4,1,3,2,0,2,0,0,0,0,0,0,0,5,2,1,5,1,1,1,0,0,0,0,0,0,0,0,2,3,15,2,3,12,1,3,48,11580,5,1,1,0,0,0,0,0,1,1
983,9/20/12 13:42,9/20/12 13:49,369,752,309,2,3,3,2,8,Escape,3,4,2,2,NA,7,NA,2,5,3,4,5,2,3,3,3,4,4,1,0,0,0,0,1,2,0,0,0,2,3,3,4,7,1,0,0,0,0,0,0,0,9,1,22,12,23,4,8,2,3,44,78728,6,2,2,0,0,0,0,0,1,1
984,9/20/12 5:20,9/20/12 5:28,494,750,307,1,3,3,6,10,CRV,3,2,4,2,NA,7,NA,2,5,4,5,5,3,4,4,4,5,5,1,0,0,0,0,0,2,3,0,0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,2,10,21,22,5,3,1,3,46,83440,5,2,2,0,0,0,0,0,1,1
985,9/20/12 17:35,9/20/12 17:45,598,755,312,3,3,1,5,6,Aveo,2,9,7,1,6,NA,NA,2,5,1,5,5,1,4,2,3,4,5,1,0,0,0,0,1,2,0,0,0,1,2,1,7,1,0,0,0,0,0,0,0,0,0,2,6,22,15,4,11,2,4,31,10032,5,1,1,0,0,0,0,0,1,1
986,9/22/12 0:06,9/22/12 0:20,816,775,322,1,3,1,5,NA,NA,2,3,10,1,2,NA,NA,2,5,2,4,5,2,4,3,2,3,3,1,0,0,0,0,1,2,0,0,0,3,7,3,4,7,1,0,0,0,0,0,0,0,0,2,2,24,24,4,4,2,6,47,4401,5,1,1,0,0,0,0,0,1,1
987,9/20/12 16:59,9/20/12 17:10,665,754,311,2,4,3,2,6,HHR,4,7,6,2,NA,8,NA,2,5,3,4,4,1,4,4,5,5,4,1,2,0,0,0,1,2,3,4,0,3,1,3,1,1,1,0,3,0,0,0,0,0,0,3,6,8,9,4,11,2,5,52,32712,3,1,1,0,0,0,0,0,1,1
988,9/21/12 0:50,9/21/12 0:57,424,770,317,3,2,1,3,NA,NA,3,2,9,1,6,NA,NA,2,5,3,4,4,2,5,4,3,4,4,1,0,0,0,0,1,2,3,4,0,3,1,3,2,1,1,0,0,0,0,0,0,0,0,3,19,3,15,5,9,1,3,47,30092,5,1,1,0,0,0,0,0,1,1
989,9/20/12 20:59,9/20/12 21:09,579,768,315,2,3,3,2,21,Corolla,4,2,1,1,1,NA,NA,2,5,3,5,5,1,4,4,1,5,4,1,0,0,0,0,0,2,0,0,0,1,1,4,1,1,0,0,3,0,0,0,0,0,0,3,3,21,2,4,4,1,4,48,90018,5,1,1,0,0,0,0,0,1,1
990,9/22/12 14:52,9/22/12 15:02,640,776,323,3,2,1,3,10,Civic,2,2,2,1,8,NA,NA,2,5,4,5,4,2,2,1,4,4,4,1,2,3,0,0,0,2,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,9,3,10,19,23,3,6,2,1,32,60647,6,1,1,0,0,0,0,0,1,1
991,9/20/12 20:24,9/20/12 20:34,602,767,314,2,3,1,1,1,NA,2,1,1,1,8,NA,NA,2,5,3,4,2,1,2,1,3,3,3,1,0,0,0,0,1,2,3,0,0,2,1,2,2,1,1,0,3,0,0,0,0,0,0,2,8,6,15,5,2,1,2,52,28412,3,1,1,0,0,0,0,0,1,1
992,9/21/12 4:14,9/21/12 4:25,629,772,319,3,2,3,4,21,Matrix,3,6,6,3,NA,NA,4,2,5,5,5,4,2,2,2,1,1,1,1,2,0,0,0,1,2,3,4,0,1,3,3,3,3,1,0,3,0,0,0,0,0,0,2,17,21,2,2,6,1,3,35,1701,6,2,2,0,0,0,0,0,1,1
993,9/21/12 21:34,9/21/12 21:40,398,774,321,1,2,1,3,NA,NA,2,10,1,2,NA,5,NA,2,5,4,4,5,3,4,4,NA,5,5,1,2,0,0,0,1,2,3,4,0,1,1,1,3,7,0,0,0,0,0,0,0,0,0,3,21,22,3,4,2,1,4,49,21218,3,1,1,0,0,0,0,0,1,1
994,9/21/12 7:20,9/21/12 7:27,458,773,320,3,3,1,5,16,ecllipse,2,3,1,1,8,NA,NA,2,4,4,5,5,1,5,4,3,3,3,1,0,0,0,0,0,2,3,4,0,2,2,1,3,1,1,0,0,0,0,0,0,0,0,3,1,1,1,2,4,2,2,42,98105,5,1,1,0,0,0,0,0,1,1
995,9/23/12 3:19,9/23/12 3:29,585,780,327,1,2,1,3,11,santa fe,4,6,10,2,NA,5,NA,2,5,3,4,4,5,4,2,1,4,4,1,0,0,0,0,1,0,3,0,0,3,7,3,3,3,1,0,0,0,0,0,0,0,0,2,2,15,11,2,11,2,3,47,63021,5,1,1,0,0,0,0,0,1,1
996,9/22/12 19:53,9/22/12 20:02,517,778,325,3,3,1,5,19,Tribeca,2,6,3,2,NA,8,NA,2,5,4,5,4,2,2,2,3,4,4,1,0,0,0,0,1,2,3,4,0,2,1,3,1,2,1,0,3,0,5,0,0,0,0,3,19,10,22,3,5,1,2,44,84003,4,1,2,0,0,0,0,0,1,1
997,9/23/12 19:26,9/23/12 19:44,1106,786,333,3,3,1,5,6,Silverado,4,7,6,3,NA,NA,3,2,5,4,5,5,1,5,4,3,4,4,1,0,0,0,0,1,2,0,0,0,3,7,3,4,1,1,0,3,0,0,0,0,0,0,2,6,9,16,3,4,2,3,39,48843,2,2,2,0,0,0,0,0,1,1
