X.sys_SequentialRespondentNumber,compcode,workerid,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,user,mtwid,consent1_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,sys_RespStatus,sys_DispositionCode,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,comments
94,703854417,A1F22YDRUUIZS7,9/17/12 6:14,9/17/12 6:23,529,488,115,3f2jk9,NA,NA,1,1,1,2,1,3,1,,2,11,11,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,3,2,2,2,3,3,3,1,2,1,1,2,5,3,4,5,1,4,4,2,3,3,0,0,0,0,5,1,2,3,4,0,1,2,1,2,6,0,0,0,4,0,6,7,8,0,3,14,3,6,5,1,1,3,50,91210,2,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,72.129.79.160,1,This survey is interesting to me because I am planning and thinking in acquiring my first vehicle. As a DREAMer hopefully I am able to drive soon.
95,832059747,A2FYF8ZL5UB00C,9/17/12 3:19,9/17/12 3:28,536,442,79,3f2jk9,NA,NA,1,1,1,2,3,4,21,Tacoma,2,4,1,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,1,3,3,2,1,1,1,2,2,1,2,1,5,2,5,4,1,2,3,2,4,4,1,0,0,0,0,1,2,3,4,0,3,6,3,7,1,1,0,0,0,0,6,7,8,9,3,21,10,8,4,8,1,4,48,30277,3,1,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,71.92.52.68,1,
96,745011926,A2A9JD9UV8DQZX,9/15/12 4:57,9/15/12 5:08,666,23,14,3f2jk9,NA,NA,1,1,3,2,1,3,6,Blazer,2,3,1,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,3,2,1,2,2,2,3,3,3,3,3,5,3,4,5,2,3,3,3,4,3,0,2,0,0,0,0,2,3,4,0,6,6,6,6,6,0,2,0,0,0,0,0,0,0,3,2,3,13,5,2,2,5,39,30067,3,4,3,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,24.98.185.210,1,
97,558562073,A26K8OELA8ZDI9,9/17/12 4:13,9/17/12 4:24,686,462,99,3f2jk9,NA,NA,1,1,3,3,1,5,24,Sunfire (Pontiac),2,2,10,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,1,2,1,1,1,3,3,1,1,3,3,4,3,4,5,3,2,2,3,4,4,1,0,0,0,0,1,2,3,4,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,3,24,5,21,5,3,1,2,49,40475,4,1,2,5,NA,Mozilla/5.0 (Windows NT 6.0; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows Vista,157.89.174.164,1,Interesting HIT!
98,138746826,A3V5F3268J7PHJ,9/17/12 10:05,9/17/12 10:22,1034,495,122,3f2jk9,NA,NA,1,1,2,3,3,2,22,Passat,3,3,3,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,1,1,3,3,1,2,2,2,2,3,3,5,4,4,5,1,4,2,3,5,4,1,0,0,0,0,1,2,0,0,0,3,6,5,4,7,1,0,3,0,0,0,0,0,0,3,22,21,10,5,4,2,4,44,34239,4,3,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,92.145.217.149,1,Thank you!
99,175250064,AGYZ0GAAUIJZX,9/16/12 15:39,9/16/12 15:49,574,388,45,3f2jk9,NA,NA,1,1,3,2,1,3,14,Protege 5,3,4,4,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3,2,1,3,1,1,3,2,1,2,3,5,3,5,5,2,4,4,2,2,2,1,2,0,0,0,1,2,3,0,0,1,3,3,3,3,0,0,3,0,0,0,0,0,0,3,3,15,2,2,7,1,4,38,11743,6,3,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MAAU),MSIE 9.0,Windows NT 6.1,67.85.38.71,1,INteresting survey. Please consider applying a bonus to my payment for all my hard work and honest responses to your valuable research. Thank you.
100,956163126,A3DUJDQKVHLY3V,9/17/12 5:47,9/17/12 6:03,928,482,109,3f2jk9,NA,NA,1,1,3,3,3,6,6,Malibu,3,4,10,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,3,1,3,1,2,3,1,3,1,2,2,2,5,2,4,1,1,3,3,2,3,3,1,0,0,0,0,1,2,3,4,0,2,1,6,6,7,1,0,3,0,0,0,0,0,0,2,16,1,1,4,1,1,2,48,65802,5,1,2,5,NA,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows XP,70.244.236.87,1,"The survey was interesting and somewhat entertaining.  Despite being a roughly ten-minute survey, it didn't seem to drag on at any point."
101,714951745,A2AB9WEOEPG7WR,9/17/12 3:33,9/17/12 3:45,725,454,91,3f2jk9,NA,NA,1,1,2,3,3,2,8,Expedition,3,7,9,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,1,1,3,3,1,2,3,1,1,3,2,5,5,5,5,5,3,3,3,5,4,1,2,0,4,0,1,2,0,4,0,5,1,3,5,3,1,0,3,0,5,0,0,0,0,2,8,5,15,1,8,2,3,45,7106,5,2,3,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,68.199.85.140,1,
102,777239344,A1ARN3TIR9BUJF,9/17/12 6:03,9/17/12 6:12,565,487,114,3f2jk9,NA,NA,1,1,2,3,3,2,11,Accent,3,5,3,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,2,2,1,3,1,2,1,3,2,2,2,5,4,4,4,1,4,3,2,4,4,1,0,0,0,0,1,2,3,4,0,1,1,3,1,6,0,0,3,0,0,0,0,0,0,3,10,19,11,3,7,2,4,48,98312,4,3,3,5,NA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Mac OS X 10.6,97.113.105.166,1,
103,510754125,A1CTJ8UT7SF317,9/17/12 3:30,9/17/12 3:36,353,451,88,3f2jk9,NA,NA,1,1,2,3,1,1,8,Mustang,3,9,9,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,1,1,1,2,2,1,2,3,3,3,1,5,3,4,3,3,4,4,2,4,4,1,2,3,0,0,1,2,0,0,0,3,1,5,2,1,1,0,3,0,0,0,0,0,0,3,8,17,9,4,3,1,1,45,33020,6,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:10.0.2) Gecko/20100101 Firefox/10.0.2,Firefox 10.0.2,Windows NT 6.1,98.203.60.25,1,
104,629584704,AZ9DSQ47903AN,9/15/12 11:02,9/15/12 11:16,816,24,15,3f2jk9,NA,NA,1,1,3,3,1,5,8,Taurus,2,2,1,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,1,1,1,2,1,3,2,1,1,2,3,1,5,4,5,3,2,2,2,3,4,3,1,0,0,0,0,1,2,3,4,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,3,8,6,22,5,3,1,2,9,NA,3,1,3,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),MSIE 9.0,Windows NT 6.1,108.64.126.107,1,It was very interesting and got me thinking about my next car purchase
105,829876613,A3GORY5Y1PRPKX,9/17/12 3:28,9/17/12 3:48,1178,450,87,3f2jk9,NA,NA,1,1,3,3,1,5,21,Corolla,2,8,6,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,1,1,3,3,3,1,3,1,3,1,3,1,4,2,5,5,2,2,2,2,4,5,1,0,0,0,0,1,2,3,0,0,1,6,1,1,6,0,0,0,0,0,0,0,0,0,2,21,11,12,4,3,2,2,36,55431,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows Vista) AppleWebKit/537.1 (KHTML, like Gecko",174.137.83.189,1,
106,860034435,A12H0Z2FYNK844,9/17/12 5:58,9/17/12 6:05,396,486,113,3f2jk9,NA,NA,1,1,2,3,1,1,11,Tuscon,3,5,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,3,3,3,1,1,3,3,2,2,2,2,5,4,5,5,2,4,4,3,4,4,1,2,0,0,0,1,2,0,4,0,2,1,4,3,1,1,0,0,0,0,0,0,0,0,3,10,11,16,2,7,1,2,45,61103,5,1,1,5,NA,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows XP,98.213.243.87,1,
107,126771258,ALKXFIY3PDABB,9/17/12 13:06,9/17/12 13:15,551,523,140,3f2jk9,NA,NA,1,1,3,2,1,3,17,Versa,3,4,4,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,1,1,3,3,2,1,1,2,3,3,2,1,5,2,5,4,1,4,2,4,5,5,1,0,3,0,0,1,2,3,4,0,2,6,6,1,1,1,0,0,0,0,0,0,0,0,3,21,17,22,2,7,1,3,43,46227,5,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,208.72.22.16,1,
108,981454043,A2UKKPY38N3HA8,9/16/12 9:59,9/16/12 10:15,970,382,39,3f2jk9,NA,NA,1,1,3,3,3,6,10,Fit,3,6,5,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,3,2,1,1,3,2,1,3,1,3,3,5,5,5,5,2,4,3,3,3,2,1,0,0,0,0,1,2,3,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,2,10,22,14,5,7,1,3,37,96740,5,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,67.49.175.13,1,
109,588091559,A1ER6B1KB50J7F,9/17/12 12:26,9/17/12 12:49,1409,517,134,3f2jk9,NA,NA,1,1,3,3,1,5,12,Optima,3,5,3,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,1,1,1,1,1,1,1,2,1,3,3,5,4,5,3,1,5,3,2,3,4,1,0,0,0,0,1,0,0,0,0,3,1,3,1,1,1,0,0,0,0,0,0,0,0,1,12,10,21,3,8,2,4,18,32927,3,3,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,50.88.58.161,1,Thank you for this opportunity.
110,821083747,A1TTLY140MTRYG,9/17/12 3:56,9/17/12 4:08,711,458,95,3f2jk9,NA,NA,1,1,2,3,3,2,17,Altima,2,8,10,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,3,2,3,2,3,3,3,1,1,5,2,4,4,1,2,2,3,4,4,1,2,0,0,0,1,2,3,0,0,1,1,3,6,1,1,0,3,0,0,0,0,0,0,3,17,22,21,1,2,2,7,46,32814,3,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,142.196.106.17,1,
111,150737017,A37LY5UTJV2KYZ,9/17/12 5:02,9/17/12 5:14,677,467,104,3f2jk9,NA,NA,1,1,3,3,1,5,8,Escort CE,3,6,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,2,1,2,2,3,1,1,1,3,3,1,2,5,4,5,4,3,4,2,3,4,4,1,0,0,0,0,1,2,3,0,0,3,7,5,6,7,1,0,0,0,0,0,0,0,0,3,3,8,21,4,10,1,4,50,20774,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows Vista,69.243.42.80,1,Interesting
112,958020735,A1GK7K6S5GOAM1,9/17/12 3:04,9/17/12 3:18,858,418,65,3f2jk9,NA,NA,1,1,3,3,1,5,21,Corolla,3,3,2,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,2,2,1,2,3,3,2,3,3,1,3,5,3,4,4,1,2,2,3,4,4,1,2,0,0,0,1,2,3,4,0,3,1,2,2,1,1,2,0,0,0,0,0,0,0,3,3,15,21,1,8,1,4,47,97086,4,1,1,5,NA,Mozilla/5.0 (Windows NT 6.0; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows Vista,71.193.213.156,1,Electric cars are interesting but I'm concerned about being able to charge them if I run out of electricity in the battery. Charging stations are not nearly as common as gas stations. I also wonder how easy it would be to use them as my retired parents live with me and they use my car occasionally and I hope they would have an easy time using those type of stations.
113,121433450,A3DA07L58SV6EH,9/17/12 3:10,9/17/12 3:21,650,424,71,3f2jk9,NA,NA,1,1,2,3,3,2,10,Accord,3,5,4,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,3,3,3,2,3,2,2,2,1,2,1,3,2,5,5,2,4,3,4,4,4,1,2,0,0,0,1,2,3,0,0,3,7,3,2,1,1,0,3,0,0,0,0,0,0,3,10,11,8,4,7,2,2,39,98106,5,1,2,5,NA,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows XP) AppleWebKit/537.1 (KHTML, like Gecko",71.231.229.230,1,nice survey
114,317552287,AP9WG59CS7SFW,9/16/12 13:32,9/16/12 13:43,661,384,41,3f2jk9,NA,NA,1,1,1,3,1,5,8,Taurus,2,7,10,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,1,2,1,3,1,1,3,2,3,1,1,5,3,5,5,2,4,2,4,5,4,1,0,0,0,0,1,2,0,0,0,1,6,1,6,6,0,0,0,0,0,0,0,0,0,2,10,19,8,4,4,2,1,49,45431,5,1,1,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.77 Safari/535.7",Chrome 16.0.912.77,Macintosh,174.102.26.122,1,
115,442930860,A16TESTJICU76L,9/17/12 5:09,9/17/12 5:18,566,478,105,3f2jk9,NA,NA,1,1,1,3,1,5,1,,1,11,11,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,1,1,2,1,2,1,2,2,2,1,2,5,3,5,4,3,3,3,3,5,5,1,0,0,0,0,1,2,3,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,0,3,10,3,20,5,1,1,1,48,91776,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,99.118.145.247,0,
116,485633482,A2GVHWEYT5JA6P,9/17/12 3:42,9/17/12 3:53,676,456,93,3f2jk9,NA,NA,1,1,1,3,3,6,9,serria,4,5,10,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,1,2,2,2,1,1,3,1,1,1,1,5,4,5,4,3,5,4,3,4,4,1,2,0,0,0,1,2,3,0,0,1,1,6,1,6,0,0,3,0,5,0,0,0,0,2,9,8,6,5,7,1,3,53,37849,2,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,173.87.42.32,1,
117,615396236,ATXXEREYIHQDB,9/17/12 0:50,9/17/12 1:07,1001,393,50,3f2jk9,NA,NA,1,1,3,3,3,6,6,Impala LS,2,3,5,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,3,1,3,2,1,1,2,2,2,2,3,2,5,4,5,5,2,3,2,3,4,4,1,0,0,0,0,0,2,0,4,0,1,6,3,7,7,0,2,3,0,0,0,0,8,0,3,2,3,15,1,4,2,2,48,49629,5,1,1,5,NA,Mozilla/5.0 (Windows NT 6.0; rv:14.0) Gecko/20100101 Firefox/14.0.1,Firefox 14.0.1,Windows Vista,96.42.138.3,1,
118,263229850,A1SO4B5H5PZ0B7,9/15/12 13:20,9/15/12 13:34,829,26,17,3f2jk9,NA,NA,1,1,2,3,1,1,19,Forester,4,6,1,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,2,3,2,1,3,2,1,1,1,3,3,2,5,4,5,2,2,5,4,1,1,1,1,0,0,0,0,1,0,0,4,0,3,1,6,4,1,1,0,3,0,0,0,0,0,0,2,3,8,19,2,11,1,5,51,6851,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,131.245.202.219,1,
119,475078844,AOIT11QP5Z83X,9/17/12 11:21,9/17/12 11:30,510,500,127,3f2jk9,NA,NA,1,1,2,3,1,1,12,Sorento,3,7,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,3,3,1,3,3,2,2,3,2,1,1,3,5,4,4,5,2,5,4,3,5,5,1,2,0,0,0,1,2,3,0,0,2,1,3,3,1,1,0,0,0,0,0,0,0,0,2,21,11,6,5,8,1,4,52,8009,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,174.57.60.100,1,Thank you.
120,822733721,A2QLSHXNCHBRN4,9/16/12 16:34,9/16/12 16:42,468,389,46,3f2jk9,NA,NA,1,1,3,3,1,5,8,explorer,2,6,3,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,1,3,3,3,1,3,3,3,1,1,5,2,4,2,1,4,3,2,4,4,1,0,0,0,0,1,2,3,4,0,1,1,1,2,1,0,0,0,4,0,0,0,0,0,3,2,3,15,3,6,1,1,41,1970,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,24.60.89.121,1,
121,668202879,A2J65ZHAJQDKAC,9/15/12 19:02,9/15/12 19:18,969,372,29,3f2jk9,NA,NA,1,1,2,3,1,1,17,VERSA,4,3,4,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,3,1,2,1,2,1,1,1,1,1,3,5,4,5,4,1,3,1,2,4,4,1,2,0,0,0,0,0,0,0,0,1,1,4,1,1,0,0,3,0,0,0,0,0,0,3,10,21,23,4,6,2,3,23,28390,3,4,4,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,71.0.181.70,1,
122,212351203,A22HOV8RVJOEX7,9/17/12 13:13,9/17/12 13:24,638,524,141,3f2jk9,NA,NA,1,1,3,3,1,5,17,350z,4,9,8,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,2,1,2,2,3,2,1,2,1,3,4,2,4,3,1,5,4,2,4,3,1,0,0,0,0,1,2,0,0,0,3,1,4,3,1,1,0,3,0,0,0,0,0,0,1,17,8,9,2,9,1,2,27,29687,5,1,2,5,NA,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows XP) AppleWebKit/537.1 (KHTML, like Gecko",68.115.234.222,1,
123,717532638,A8FUMDQFBKMXR,9/17/12 13:36,9/17/12 13:44,516,529,146,3f2jk9,NA,NA,1,1,3,2,1,3,6,Camaro,2,1,1,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,3,1,1,1,1,2,1,1,1,1,2,3,5,1,5,4,1,5,4,4,5,5,1,0,0,0,0,0,2,3,4,0,3,1,5,1,1,1,0,0,0,0,0,0,0,0,3,1,1,1,4,8,1,4,44,17268,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0,Firefox 15.0,Windows NT 6.1,67.234.199.210,1,
124,566917429,A3B9JM7JZPJF4S,9/17/12 13:36,9/17/12 13:44,491,528,145,3f2jk9,NA,NA,1,1,2,4,1,1,11,Sonata,3,2,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,3,2,2,1,2,3,2,1,2,1,5,4,5,3,2,3,2,2,4,5,1,0,0,0,0,1,2,3,4,0,1,6,1,6,1,0,0,0,0,5,0,0,0,0,1,21,10,11,5,8,1,2,42,43212,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30",Chrome 12.0.742.122,Windows NT 6.1,184.57.30.1,1,
125,284194101,A29YTV04J2SS5G,9/17/12 13:29,9/17/12 13:40,652,526,143,3f2jk9,NA,NA,1,1,2,2,1,1,24,compass,3,6,1,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,3,2,2,1,1,1,1,1,3,3,5,5,5,5,4,5,4,4,4,3,1,0,0,0,0,1,2,3,4,0,2,7,3,3,1,1,0,3,0,0,0,0,0,0,2,14,8,9,2,6,1,4,35,79101,5,3,2,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1,Firefox 14.0.1,Windows NT 6.1,74.195.10.192,1,
